X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-74.630046195,45.5610230230001,3502,127909889,4229,Community Support Service,site,Glengarry Inter-Agency Group Inc., ,NORTH GLENGARRY Inter-Agency Group, ,3525 Ontario 34,Sout, ,Vankleek Hill,K0C1A0, ,20200403204244
-81.0247006,49.0609932720001,3505,127909892,4233,Community Support Service,site,Aboriginal Peoples' Alliance of Northern Ontario (Apano), ,COCHRANE Aboriginal Peoples Alliance, ,173 Railway Street,Postal Office Box 1795, ,Cochrane,P0L1C0, ,20200403204244
-80.941932765,44.5620438670001,3509,127909898,4239,Community Support Service,site,Alzheimer Society of Grey-Bruce, ,OWEN SOUND Alzheimer Society, ,2nd Avenue East,753, ,Owen Sound,N4K2G9, ,20200403204244
-81.9268295269999,45.9790447490001,3512,127908885,10000000101,Hospital - Corporation,Site,Manitoulin Health Centre - Little Current, ,Manitoulin Health Centre, ,11 Meredith Street, , ,Little Current,P0P1K0, ,20200403204244
-79.4664247649999,46.3129605300001,3513,127909903,4244,Community Support Service,site,Alzheimer Society of North Bay and District, ,NORTH BAY Alzheimer Society of North, ,269 Main Street West,Suite 303, ,North Bay,P1B2T8, ,20200403204244
-81.706015828,43.75028489,3514,127908379,10000000161,Hospital - Corporation,Site,Alexandra Marine and General Hospital, ,Alexandra Marine and General Hospital, ,120 Napier Street, , ,Goderich,N7A1W5, ,20200403204244
-75.635598816,45.404397455,3515,127909904,4246,Community Support Service,site,Alzheimer Society of Ottawa and Renfrew County, ,OTTAWA Alzheimer Society Of Ottawa, ,1750 Russell Road,"Suite 1742, Building 2, Perley Centre", ,Ottawa,K1G5Z6, ,20200403204244
-82.1674856779999,45.737945498,3516,127908886,10000000102,Hospital - Site,Site,Manitoulin Health Centre - Mindemoya, ,Manitoulin Health Centre, ,2120 Highway 551, , ,Mindemoya,P0P1S0, ,20200403204244
-76.189935985,45.2284837010001,3517,127908380,10000000162,Hospital - Corporation,Site,Almonte General Hospital, ,Almonte General Hospital, ,75 Spring Street, , ,Almonte,K0A1A0, ,20200403204244
-79.579326938,43.56026566,3518,127909905,4247,Community Support Service,site,Alzheimer Society of Peel, ,MISSISSAUGA Alzheimer Society, ,Briarwood Avenue,60, ,Mississauga,L5G3N6, ,20200403204244
-85.82431619,49.1274303910001,3519,127908887,10000000103,Hospital - Corporation,Site,Sante Manitouwadge Health, ,Sante Manitouwadge Health, ,1 Healthcare Cres., , ,Manitouwadge,P0T2C0, ,20200403204244
-80.6856459489999,48.7686179470001,3520,127908381,10000000163,Hospital - Corporation,Site,Anson General Hospital, ,Anson General Hospital, ,58 Anson Drive, , ,Iroquois Falls,P0K1E0, ,20200403204244
-76.352199057,45.4409189300001,3521,127908382,10000000164,Hospital - Corporation,Site,Arnprior Regional Health, ,Arnprior Regional Health, ,350 John Street North, , ,Arnprior,K7S2P6, ,20200403204244
-91.598440641,48.7536075370001,3522,127908383,10000000165,Hospital - Corporation,Site,Atikokan General Hospital, ,Atikokan General Hospital, ,120 Dorothy Street, , ,Atikokan,P0T1C0, ,20200403204244
-79.432357006,43.7303273960001,3523,127908384,10000000166,Hospital - Corporation,Site,Baycrest Hospital - North York, ,Baycrest Hospital, ,3560 Bathurst Street, , ,Toronto,M6A2E1, ,20200403204244
-79.334033582,43.8042468140001,3524,127908385,10000000168,Hospital - Corporation,Site,Bellwood Health Services, ,Bellwood Health Services, ,1020 McNicoll Avenue, , ,Toronto,M1W2J6, ,20200403204244
-80.469765248,48.5393089250001,3525,127908386,10000000169,Hospital - Corporation,Site,Bingham Memorial Hospital, ,Bingham Memorial Hospital, ,507 8th Avenue, , ,Matheson,P0K1N0, ,20200403204244
-82.92537587,46.1858736280001,3526,127908387,10000000170,Hospital - Corporation,Site,North Shore Health Network - Pavillon, ,North Shore Health Network, ,525 Causley Street, , ,Blind River,P0R1B0, ,20200403204244
-84.035557236,46.293256882,3527,127908388,10000000171,Hospital - Site,Site,North Shore Health Network - Richards Landing, ,North Shore Health Network, ,1180 Richards Street, , ,Richards Landing,P0R1J0, ,20200403204244
-83.559779282,46.263768004,3528,127908389,10000000172,Hospital - Site,Site,North Shore Health Network - Thessalon, ,North Shore Health Network, ,135 Dawson Street, , ,Thessalon,P0R1L0, ,20200403204244
-87.104221448,48.7808521580001,3533,127908394,10000000177,Hospital - Corporation,Site,North of Superior Healthcare Group - McCausland Hospital, ,North of Superior Healthcare Group, ,2 Cartier Drive, , ,Terrace Bay,P0T2W0, ,20200403204244
-79.314056689,45.0463336280001,3534,127908395,10000000178,Hospital - Site,Site,Muskoka Algonquin Healthcare - Bracebridge, ,Muskoka Algonquin Healthcare, ,75 Ann Street, , ,Bracebridge,P1L2E4, ,20200403204244
-79.204050482,45.338942983,3535,127908396,10000000179,Hospital - Corporation,Site,Muskoka Algonquin Healthcare - Huntsville, ,Muskoka Algonquin Healthcare, ,100 Frank Miller Drive, , ,Huntsville,P1H1H7, ,20200403204244
-88.2743674549999,49.0148997110001,3542,127908403,10000000186,Hospital - Corporation,Site,Nipigon District Memorial Hospital, ,Nipigon District Memorial Hospital, ,125 Hogan Road, , ,Nipigon,P0T2J0, ,20200403204244
-79.493747276,46.3356443330001,3544,127908405,10000000188,Hospital - Corporation,Site,North Bay Regional Health Centre, ,North Bay Regional Health Centre, ,50 College Drive, , ,North Bay,P1B5A4, ,20200403204244
-80.9649236719999,46.4787903800001,3545,127908406,10000000189,Hospital - Site,Site,North Bay Regional Health Centre - Kirkwood, ,North Bay Regional Health Centre, ,680 Kirkwood Drive, , ,Sudbury,P3E1X3, ,20200403204244
-80.738202744,43.9746263760001,3546,127908407,10000000190,Hospital - Corporation,Site,North Wellington Health Care - Louise Marshall, ,North Wellington Health Care, ,630 Dublin St, , ,Mount Forest,N0G2L3, ,20200403204244
-80.8440041649999,43.838275948,3547,127908408,10000000191,Hospital - Site,Site,North Wellington Health Care - Palmerston, ,North Wellington Health Care, ,500 Whites Road, , ,Palmerston,N0G2P0, ,20200403204244
-79.448100815,43.772870003,3548,127908409,10000000192,Hospital - Site,Site,North York General Hospital - Branson Site, ,North York General Hospital, ,555 Finch Avenue West, , ,North York,M2R1N5, ,20200403204244
-79.364238988,43.769509306,3549,127908410,10000000193,Hospital - Corporation,Site,North York General Hospital - General Site, ,North York General Hospital, ,4001 Leslie Street, , ,Toronto,M2K1E1, ,20200403204244
-81.3416638309999,48.475765568,3550,127908411,3076125,Independent Health Facility,"Radgrhy, Gen Ultrasound",MyHealth Centre, ,MyHealth Partners Inc., ,227 Algonquin Boulevard West,Suite 201,Practice Address,Timmins,P4N2R8, ,20200403204244
-81.3293380269999,48.4774281690001,3551,127908412,9454133,Independent Health Facility,"Radgrhy, Gen Ultrasound",MyHealth Centre, ,MyHealth Partners Inc., ,206 Fifth Avenue, ,Practice Address,Timmins,P4N5L3, ,20200403204244
-84.320301957,46.5463866050001,3552,127908413,841536,Independent Health Facility,"Radgrhy, Gen Ultrasound",MyHealth Centre, ,MyHealth Partners Inc., ,683 Great Northern Road,Unit 1,Practice Address,Sault Ste. Marie,P6B5A1, ,20200403204244
-79.545064839,43.6958712850001,3553,127908414,6595963,Independent Health Facility,"Radgrhy, Gen Ultrasound",Hitek Medical Imaging, ,High-Tech Medical Imaging Inc., ,245 Dixon Road,Suite 107,Practice Address,Toronto,M9P2M4, ,20200403204244
-79.4183087979999,43.6827711890001,3554,127908415,5221255,Independent Health Facility,"Radgrhy, Gen Ultrasound",2387755 Ontario Inc., ,2387755 Ontario Inc., ,1466 Bathurst Street,Basement,Practice Address,Toronto,M5R3S3, ,20200403204244
-75.646453115,45.3528026450001,3557,127908418,6768912,Independent Health Facility,"Radgrhy, Gen Ultrasound",Canadian Diagnostic Network West Inc., ,Canadian Diagnostic Network West Inc., ,2446 Bank Street,Suite 104,Practice Address,Ottawa,K1V1A4, ,20200403204244
-79.299780464,43.7264800020001,3558,127908419,36164,Independent Health Facility,"Radgrhy, Gen Ultrasound",Golden Radiology, ,Golden Radiology Inc., ,1880 Eglinton Avenue East, ,Practice Address,Toronto,M1L2L1, ,20200403204244
-75.6722030179999,45.2871182330001,3560,127908421,3054654,Independent Health Facility,"Radgrhy, Gen Ultrasound",Canadian Diagnostic Network South Inc., ,Canadian Diagnostic Network South Inc., ,4456 Limebank Road,Unit 7,Practice Address,Ottawa,K1V2N8, ,20200403204244
-75.594226595,45.3198157420001,3561,127908422,972397,Independent Health Facility,"Radgrhy, Gen Ultrasound",Canadian Medical Licences Inc., ,Canadian Medical Licences Inc., ,4744 Bank Street,Unit 3,Practice Address,Ottawa,K1T0K8, ,20200403204244
-75.696506438,45.421342655,3562,127908423,2901413,Independent Health Facility,"Radgrhy, Gen Ultrasound",Canadian Medical Licences Inc., ,Canadian Medical Licences Inc., ,116 Albert Street,Suite 401,Practice Address,Ottawa,K1P5G3, ,20200403204244
-75.723678744,45.3908453490001,3563,127908424,156467,Independent Health Facility,"Radgrhy, Gen Ultrasound",Canadian Medical Licences Inc., ,Canadian Medical Licences Inc., ,1081 Carling Avenue, ,Practice Address,Ottawa,K1Y4G2, ,20200403204244
-75.301244517,45.5444992920001,3564,127908425,9652595,Independent Health Facility,"Radgrhy, Gen Ultrasound",Canadian Medical Licences Inc., ,Canadian Medical Licences Inc., ,2741 Chamberland Street,Suite 207,Practice Address,Clarence-Rockland,K4K0B8, ,20200403204244
-75.894717194,45.304240527,3565,127908426,2349977,Independent Health Facility,"Radgrhy, Gen Ultrasound",Canadian Medical Licences Inc., ,Canadian Medical Licences Inc., ,99 Kakulu Road, ,Practice Address,Ottawa,K2L3C8, ,20200403204244
-75.927023204,45.2967455240001,3566,127908427,9312394,Independent Health Facility,"Radgrhy, Gen Ultrasound",Canadian Medical Licences Inc., ,Canadian Medical Licences Inc., ,1000 Palladium Drive,Gate 3,Practice Address,Ottawa,K2V1A5, ,20200403204244
-75.6271872089999,45.3463836450001,3567,127908428,9653578,Independent Health Facility,"Radgrhy, Gen Ultrasound",Canadian Medical Licences Inc., ,Canadian Medical Licences Inc., ,1650 Queensdale Avenue, ,Practice Address,Ottawa,K1T1N8, ,20200403204244
-75.301244517,45.5444992920001,3568,127908429,3306447,Independent Health Facility,"Radgrhy, Gen Ultrasound",Canadian Medical Licences Inc., ,Canadian Medical Licences Inc., ,2741 Chamberland Street,Suite 207,Practice Address,Clarence-Rockland,K4K0B8, ,20200403204244
-79.300559971,43.8006155150001,3569,127908430,3062794,Independent Health Facility,"Radgrhy, Gen Ultrasound",Fast Track Imaging, ,Chenab Family Health Group Corp., ,3850 Finch Avenue East,Suite B09,Practice Address,Toronto,M1T3T6, ,20200403204244
-79.523957126,43.620342173,3570,127908431,5120350,Independent Health Facility,"Radgrhy, Gen Ultrasound",Trinity Medical Imaging, ,Trinity Medical Imaging Inc., ,1255 The Queensway,Unit 16A,Practice Address,Toronto,M8Z1S1, ,20200403204244
-79.3045661739999,43.821203618,3571,127908432,2853922,Independent Health Facility,"Radgrhy, Gen Ultrasound",Top Medical Imaging Inc., ,Top Medical Imaging Inc., ,3447 Kennedy Road,Suite 200,Practice Address,Toronto,M1V3S1, ,20200403204244
-79.4102106019999,43.761415603,3572,127908433,2546871,Independent Health Facility,"Radgrhy, Gen Ultrasound",Hullmark Medical Digital Imaging, ,1935242 Ontario Limited, ,4789 Yonge Street,Suite 711,Practice Address,Toronto,M2N0G3, ,20200403204244
-79.7531560049999,43.691959975,3573,127908434,5505751,Independent Health Facility,"Radgrhy, Gen Ultrasound",Elite Diagnostics X-Ray & Ultrasound, ,2440708 Ontario Inc., ,157 Queen Street East,Basement,Practice Address,Brampton,L6W3X4, ,20200403204244
-79.3860585849999,43.6604975860001,3574,127908435,3809136,Independent Health Facility,"Radgrhy, Gen Ultrasound",Metro Radiology (Bay & Gerrard), ,2456462 Ontario Limited, ,790 Bay Street,Suite 935,Practice Address,Toronto,M5G1N8, ,20200403204244
-79.394155992,43.7078630940001,3575,127908436,9093617,Independent Health Facility,"Radgrhy, Gen Ultrasound",Metro Radiology (Glencairn), ,2456462 Ontario Limited, ,150 Eglinton Avenue East,5th Floor,Practice Address,Toronto,M4P1E8, ,20200403204244
-77.3693634799999,44.1632223650001,3576,127908437,5962650,Independent Health Facility,"Radgrhy, Gen Ultrasound",Belleville Medical Arts X-Ray and Ultrasound, ,2456462 Ontario Limited, ,210 Dundas Street East,Suite 301,Practice Address,Belleville,K8N5G8, ,20200403204244
-79.488360326,43.7548735980001,3577,127908438,1509129,Independent Health Facility,"Radgrhy, Gen Ultrasound",Yorkview X-Ray & Ultrasound, ,2479548 Ontario Inc., ,3695 Keele Street,Suite 100,Practice Address,Toronto,M3J1N2, ,20200403204244
-79.336258075,43.7239064,3578,127908439,5058023,Independent Health Facility,"Radgrhy, Gen Ultrasound",Wynford X-Ray and Ultrasound, ,730369 Ontario Limited, ,20 Wynford Drive,Suite 312,Practice Address,Toronto,M3C1J4, ,20200403204244
-79.4909965159999,43.6286251760001,3579,127908440,4023504,Independent Health Facility,"Radgrhy, Gen Ultrasound",Toronto Queensway Ultrasound & X-Ray Diagnostics, ,Toronto Queensway Ultrasound & X-Ray Diagnostics Ltd., ,523 The Queensway,Suite 2,Practice Address,Toronto,M8Y1J7, ,20200403204244
-79.660121983,43.772992093,3580,127908441,3452164,Independent Health Facility,"Radgrhy, Gen Ultrasound",Gore Diagnostic Imaging, ,2482126 Ontario Limited, ,4525 Ebenezer Road,Unit 2,Practice Address,Brampton,L6P2K8, ,20200403204244
-79.283631567,43.8211207190001,3581,127908442,3111683,Independent Health Facility,"Radgrhy, Gen Ultrasound",Brimley Wenlock X-Ray & Ultrasound, ,2478187 Ontario Limited, ,3333 Brimley Road,Unit D,Practice Address,Toronto,M1V2J7, ,20200403204244
-79.528528933,43.6855263840001,3582,127908443,2549971,Independent Health Facility,"Radgrhy, Gen Ultrasound",Royal View X-Ray & Ultrasound, ,2469919 Ontario Inc., ,1436 Royal York Road,Suite 103,Practice Address,Etobicoke,M9P3A9, ,20200403204244
-79.395035606,43.8614609210001,3584,127908445,6419378,Independent Health Facility,"Radgrhy, Gen Ultrasound",Bayview Hill Diagnostic Imaging, ,Bayview Hill Diagnostic Imaging Inc., ,1 Spadina Road,Unit 19,Practice Address,Richmond Hill,L4B3M2, ,20200403204244
-79.2408418489999,43.7750033130001,3586,127908447,612160,Independent Health Facility,"Radgrhy, Gen Ultrasound","Bellsmere X-Ray, Ultrasound & Bone Density", ,2546390 Ontario Incorporated, ,1920 Ellesmere Road,Suite 311,Practice Address,Toronto,M1H2V6, ,20200403204244
-79.787601119,43.7246667790001,3587,127908448,1391236,Independent Health Facility,"Radgrhy, Gen Ultrasound",Heart Lake X-Ray & Ultrasound, ,J.B.V. Management Services Ltd., ,10425 Kennedy Road North,Suite 104,Practice Address,Brampton,L6Z0A4, ,20200403204244
-79.487657314,43.617555974,3588,127908449,5168762,Independent Health Facility,"Radgrhy, Gen Ultrasound","Mimico X-Ray, Ultrasound & Cardiology Clinic", ,1947845 Ontario Ltd., ,2318 Lake Shore Boulevard West, ,Practice Address,Toronto,M8V1B5, ,20200403204244
-79.45281331,43.7020157900001,3589,127908450,5058744,Independent Health Facility,"Radgrhy, Gen Ultrasound",Excellence Health Care, ,Excellence Health Care Ltd., ,2700 Dufferin Street,Unit 56,Practice Address,Toronto,M6B4J3, ,20200403204244
-79.250665258,43.8356047230001,3590,127908451,2350366,Independent Health Facility,"Radgrhy, Gen Ultrasound",Marksteeles Medical Imaging, ,Mylashan Medical Group Inc., ,3341 Markham Road,Unit B124,Practice Address,Toronto,M1X0A5, ,20200403204244
-79.4432703049999,43.677363987,3591,127908452,50100,Independent Health Facility,"Radgrhy, Gen Ultrasound",Best Care Imaging, ,Sunlark Imaging Inc., ,1670 Dufferin Street, ,Practice Address,Toronto,M6H3M2, ,20200403204244
-79.8811124329999,43.5463838430001,3592,127908453,917765,Independent Health Facility,"Radgrhy, Gen Ultrasound",Ontario Diagnostic Centres - Milton, ,7523203 Canada Inc., ,8199 Esquesing Line, ,Practice Address,Milton,L9T6E7, ,20200403204244
-79.584279344,43.608640468,3593,127908454,1461001,Independent Health Facility,"Radgrhy, Gen Ultrasound",Ontario Diagnostic Centre Dundix, ,2539393 Ontario Inc., ,1370 Dundas Street East,Suite 302,Practice Address,Mississauga,L4Y4G4, ,20200403204244
-79.59918886,43.731479489,3594,127908455,1018336,Independent Health Facility,"Radgrhy, Gen Ultrasound",Ontario Diagnostic Centre (ODC) - Humber College, ,Medscan Medical Imaging Inc., ,100 Humber College Boulevard,Suite 106,Practice Address,Toronto,M9V5G4, ,20200403204244
-79.477990721,43.7277805940001,3595,127908456,5051744,Independent Health Facility,"Radgrhy, Gen Ultrasound",Humber Diagnostics Center, ,Humber Diagnostics Center Inc., ,1017 Wilson Avenue,Suite 100,Practice Address,Toronto,M3K1Z1, ,20200403204244
-79.3860585849999,43.6604975860001,3596,127908457,2355930,Independent Health Facility,"Radgrhy, Gen Ultrasound",MyHealth Centre, ,MyHealth Partners Inc., ,790 Bay Street,Suite 716,Practice Address,Toronto,M5G1N8, ,20200403204244
-79.3009955589999,43.6697221920001,3597,127908458,2160,Independent Health Facility,"Radgrhy, Gen Ultrasound",E & R Ultrasound, ,E & R Ultrasound Inc., ,1971 Queen Street East,Suite 207,Practice Address,Toronto,M4L1H9, ,20200403204244
-79.307083271,43.7793012110001,3598,127908459,9808292,Independent Health Facility,"Radgrhy, Gen Ultrasound",Lucent Medical Imaging, ,11102362 Canada Inc., ,3410 Sheppard Avenue East,Basement,Practice Address,Toronto,M1T3K4, ,20200403204244
-79.379596888,43.710832995,3599,127908460,2343567,Independent Health Facility,"Radgrhy, Gen Ultrasound",RR Imaging, ,2548877 Ontario Inc., ,586 Eglinton Avenue East,Suite 104,Practice Address,Toronto,M4P1P2, ,20200403204244
-79.3860585849999,43.6604975860001,3601,127908462,1275988,Independent Health Facility,"Radgrhy, Gen Ultrasound",Humber Valley Imaging, ,1030917 Ontario Inc., ,790 Bay Street,Suite 716,Practice Address,Toronto,M5G1N8, ,20200403204244
-75.827157673,45.3238551330001,3602,127908463,5907025,Independent Health Facility,"Radgrhy, Gen Ultrasound",Bio-Test Radiology Services, ,Bio-Test Laboratory Inc., ,2006 Robertson Road,Unit 16,Practice Address,Ottawa,K2H1A5, ,20200403204244
-79.449892242,44.062136953,3603,127908464,7398890,Independent Health Facility,"Radgrhy, Gen Ultrasound",X-Ray Associates, ,Di-Med Services Limited, ,679 Davis Drive,Suite 104,Practice Address,Newmarket,L3Y5G8, ,20200403204244
-79.29523267,43.815150718,3604,127908465,3075544,Independent Health Facility,"Radgrhy, Gen Ultrasound",Silver Star X-Ray & Ultrasound, ,EFES Management Limited, ,385 Silver Star Boulevard,Suite 209,Practice Address,Toronto,M1V0E3, ,20200403204244
-78.8704210449999,43.9372618580001,3605,127908466,1548875,Independent Health Facility,"Radgrhy, Gen Ultrasound",North Oshawa X-Ray and Ultrasound, ,EFES Management Limited, ,1400 Ritson Road North,Suite 001,Practice Address,Oshawa,L1G7W4, ,20200403204244
-79.5160362349999,43.7484055960001,3606,127908467,4999844,Independent Health Facility,"Radgrhy, Gen Ultrasound",Jane Centre X-Ray & Ultrasound, ,EFES Management Limited, ,2780 Jane Street,Unit LL9,Practice Address,Toronto,M3N2J2, ,20200403204244
-79.3614298959999,43.869425924,3607,127908468,2699424,Independent Health Facility,"Radgrhy, Gen Ultrasound",Cachet X-Ray and Ultrasound, ,Sylvan Brook Holdings Ltd., ,9255 Woodbine Avenue,Unit 2,Practice Address,Markham,L6C1Y9, ,20200403204244
-79.466566266,46.3265815330001,3608,127908469,9152094,Independent Health Facility,"Radgrhy, Gen Ultrasound",Algonquin X-Ray & Ultrasound Services, ,Algonquin X-Ray & Ultrasound Services, ,1221 Algonquin Avenue,Suite 104,Practice Address,North Bay,P1B4Y3, ,20200403204244
-79.253289947,43.706856401,3610,127908471,2503,Long-Term Care Home,NH for-profit,Craiglee Nursing Home, , , ,102 Craiglee Drive, , ,Toronto,M1N2M7, ,20200403204244
-80.0998239739999,44.326631868,3611,127908472,2633,Long-Term Care Home,NH for-profit,Creedan Valley Care Community, , , ,143 Mary Street, , ,Creemore,L0M1G0, ,20200403204244
-77.561494137,44.106390747,3614,127908475,2787,Long-Term Care Home,NH for-profit,Crown Ridge Place, , , ,106 Crown Street, , ,Quinte West,K8V6R3, ,20200403204244
-79.407558304,43.7881531080001,3615,127908476,M512,Long-Term Care Home,MHFA,Cummer Lodge, , , ,205 Cummer Avenue, , ,Toronto,M2M2E8, ,20200403204244
-79.617442366,43.731596288,3618,127908479,2837,Long-Term Care Home,NH for-profit,Deerwood Creek Care Community, , , ,70 Humberline Drive, , ,Toronto,M9W7H3, ,20200403204244
-80.549140044,43.5408880100001,3620,127908481,2134,Long-Term Care Home,NH for-profit,Derbecker's Heritage House, , , ,54 Eby Street, , ,St. Jacobs,N0B2N0, ,20200403204244
-79.56513484,43.629488372,3621,127908482,2794,Long-Term Care Home,NH non-profit,Dom Lipa, , , ,52 Neilson Drive, , ,Toronto,M9C1V7, ,20200403204244
-79.485592325,43.751175597,3624,127908485,1041,Long-Term Care Home,NH for-profit,Downsview Long Term Care Centre, , , ,3595 Keele Street, , ,Toronto,M3J1M7, ,20200403204244
-80.2004954829999,44.0764814200001,3625,127908486,M516,Long-Term Care Home,MHFA,Dufferin Oaks, , , ,151 Centre Street, , ,Shelburne,L9V3R7, ,20200403204244
-75.355565997,45.088594512,3626,127908487,2674,Long-Term Care Home,NH non-profit,Dundas Manor Nursing Home, , , ,533 Clarence Street,Postal Office Box 970, ,Winchester,K0C2K0, ,20200403204244
-77.3902872899999,44.1980247700001,3628,127908489,2668,Long-Term Care Home,NH for-profit,E. J. McQuigge Lodge, , , ,38 Black Diamond Road,Postal Office Box 68, ,Belleville,K0K1K0, ,20200403204244
-79.463400945,44.04893975,3629,127908490,2240,Long-Term Care Home,NH for-profit,Eagle Terrace, , , ,329 Eagle Street, , ,Newmarket,L3Y1K3, ,20200403204244
-79.3585180059999,46.0788961980001,3631,127908492,M517,Long-Term Care Home,MHFA,Eastholme Home for the Aged, , , ,62 Big Bend Avenue,Postal Office Box 400, ,Powassan,P0H1Z0, ,20200403204244
-79.5605990399999,43.6474911760001,3632,127908493,2468,Long-Term Care Home,NH for-profit,Eatonville Care Centre, , , ,420 The East Mall, , ,Toronto,M9B3Z9, ,20200403204244
-80.167852727,43.5807794360001,3633,127908494,2777,Long-Term Care Home,NH for-profit,Eden House Nursing Home, , , ,5016 Wellington County Road 29,R.R. 2, ,Guelph,N1H6H8, ,20200403204244
-79.183201631,43.7755055160001,3635,127908496,2804,Long-Term Care Home,NH non-profit,Ehatare Nursing Home, , , ,40 Old Kingston Road, , ,Toronto,M1E3J5, ,20200403204244
-81.0996669909999,44.310577016,3636,127908497,2725,Long-Term Care Home,NH for-profit,Elgin Abbey Nursing Home, , , ,380 First Avenue North,Postal Office Box 7, ,Chesley,N0G1L0, ,20200403204244
-79.441687825,43.9017212260001,3638,127908499,2869,Long-Term Care Home,NH for-profit,Elginwood, , , ,182 Yorkland Street, , ,Richmond Hill,L4S2M9, ,20200403204244
-75.696012039,45.432194757,3639,127908500,2759,Long-Term Care Home,NH non-profit,Élisabeth-Bruyère Residence, , , ,75 Bruyère Street, , ,Ottawa,K1N5C8, ,20200403204244
-81.026744806,46.6119520980001,3640,127908501,2868,Long-Term Care Home,NH for-profit,Elizabeth Centre, , , ,2100 Main Street, , ,Greater Sudbury,P3N1S7, ,20200403204244
-79.4306973979999,43.640307281,3641,127908502,2515,Long-Term Care Home,NH for-profit,Elm Grove Living Centre, , , ,35 Elm Grove Avenue, , ,Toronto,M6K2J2, ,20200403204244
-93.841452692,48.63123725,3643,127908504,2831,Long-Term Care Home,NH non-profit,EMO Health Centre, , , ,170 Front Street,Postal Office Box 390, ,Emo,P0W1E0, ,20200403204244
-79.667357464,43.534737551,3644,127908505,2736,Long-Term Care Home,NH for-profit,Erin Mills Lodge Nursing Home, , , ,2132 Dundas Street West, , ,Mississauga,L5K2K7, ,20200403204244
-80.45483121,44.5594982900001,3645,127908506,2513,Long-Term Care Home,NH for-profit,Errinrung Long Term Care Home, , , ,67 Bruce Street South,Postal Office Box 69, ,The Blue Mountains,N0H2P0, ,20200403204244
-81.78087541,46.2488859000001,3646,127908507,2755,Long-Term Care Home,NH non-profit,Espanola General Hospital (operating as Espanola Nursing Home-Eldcap), , , ,825 Mckinnon Drive, , ,Espanola,P5E1R4, ,20200403204244
-81.78087541,46.2488859000001,3647,127908508,2932,Long-Term Care Home,NH non-profit,Espanola General Hospital (operating as Espanola Nursing Home-LTC), , , ,825 Mckinnon Drive, , ,Espanola,P5E1R4, ,20200403204244
-79.390668999,43.7934039090001,3649,127908510,2460,Long-Term Care Home,NH for-profit,Extendicare Bayview, , , ,550 Cummer Avenue, , ,Toronto,M2K2M2, ,20200403204244
-79.735630296,43.6553548690001,3650,127908511,2847,Long-Term Care Home,NH for-profit,Extendicare Brampton, , , ,7891 McLaughlin Road, , ,Brampton,L6Y5H8, ,20200403204244
-78.172090224,43.983766598,3651,127908512,2851,Long-Term Care Home,NH for-profit,Extendicare Cobourg, , , ,130 New Densmore Road, , ,Cobourg,K9A5W2, ,20200403204244
-80.9375294659999,46.5071247860001,3652,127908513,2590,Long-Term Care Home,NH for-profit,Extendicare Falconbridge, , , ,281 Falconbridge Road, , ,Greater Sudbury,P3A5K4, ,20200403204244
-79.2031279349999,43.74685451,3653,127908514,2164,Long-Term Care Home,NH for-profit,Extendicare Guildwood, , , ,60 Guildwood Parkway, , ,Toronto,M1E1N9, ,20200403204244
-78.503218627,45.051369267,3654,127908515,2644,Long-Term Care Home,NH for-profit,Extendicare Haliburton, , , ,167 Park Street,Postal Office Box 780, ,Haliburton,K0M1S0, ,20200403204244
-79.948124363,43.649217558,3655,127908516,2892,Long-Term Care Home,NH for-profit,Extendicare Halton Hills, , , ,9 Lindsay Court, , ,Halton Hills,L7G6G9, ,20200403204244
-82.4101733109999,49.417682943,3657,127908518,2610,Long-Term Care Home,NH for-profit,Extendicare Kapuskasing, , , ,45 Ontario Street,Postal Office Box 460, ,Kapuskasing,P5N2Y5, ,20200403204244
-78.723692636,44.363824639,3658,127908519,2838,Long-Term Care Home,NH for-profit,Extendicare Kawartha Lakes, , , ,125 Colborne Street East, , ,Kawartha Lakes,K9V6J2, ,20200403204244
-76.535308415,44.239337215,3659,127908520,2616,Long-Term Care Home,NH for-profit,Extendicare Kingston, , , ,309 Queen Mary Road, , ,Kingston,K7M6P4, ,20200403204244
-80.022679653,48.155966791,3660,127908521,2670,Long-Term Care Home,NH for-profit,Extendicare Kirkland Lake, , , ,155 Government Road East, , ,Kirkland Lake,P2N3P4, ,20200403204244
-78.2815319979999,44.4241859700001,3661,127908522,2843,Long-Term Care Home,NH for-profit,Extendicare Lakefield, , , ,19 Fraser Street, , ,Harcourt,K0L2H0, ,20200403204244
-75.610838712,45.446397663,3662,127908523,2665,Long-Term Care Home,NH for-profit,Extendicare Laurier Manor, , , ,1715 Montreal Road, , ,Ottawa,K1J6N4, ,20200403204244
-84.30370995,46.5349500040001,3664,127908525,3043,Long-Term Care Home,NH for-profit,Extendicare Maple View of Sault Ste. Marie, , , ,650 Northern Avenue, , ,Sault Ste. Marie,P6B4J3, ,20200403204244
-75.758217453,45.3543428410001,3665,127908526,2579,Long-Term Care Home,NH for-profit,Extendicare Medex, , , ,1865 Baseline Road, , ,Ottawa,K2C3K6, ,20200403204244
